"","x"
"1",-0.392802751501035
"2",0.0466381949080249
"3",0.212986213566537
"4",0.301671887781461
"5",-0.426700227727903
"6",-0.462474852742587
"7",-0.478698014597466
"8",-0.421130084570447
"9",-0.483699601924033
"10",-0.270711588226691
"11",-0.633695391490593
"12",-0.225199540479804
"13",-0.311228134021163
"14",-0.599095184212349
"15",-0.552697116110731
"16",-0.346371951919319
"17",-0.0272275299909165
"18",-0.376044985426656
"19",-0.149269368906235
"20",-0.152207222417829
"21",-0.426210832440133
"22",-0.564389755271237
"23",-0.383239172407191
"24",-0.45585608595186
"25",-0.564389755271237
