"","drugs.i.","a"
"3","17-AAG",0.50378004076756
"4","AEW541",0.145241421916846
"5","AZD0530",0.17780744895677
"6","AZD6244",0.774639188891037
"7","Erlotinib",0.357230770848248
"8","Irinotecan",0.712280644847698
"9","L-685458",0.630294312145574
"10","Lapatinib",0.433242743477084
"11","LBW242",0.0297355021349827
"12","Nilotinib",0.365117222176621
"13","Nutlin-3",0.351018467809591
"14","Paclitaxel",0.693168312210757
"15","Panobinostat",0.543036189222281
"16","PD-0325901",0.700622272874895
"17","PD-0332991",0.543258792710528
"18","PF2341066",0.440311438732669
"19","PHA-665752",0.436263062737281
"20","PLX4720",0.320746569723579
"21","RAF265",0.339103118078062
"22","Sorafenib",0.476385274839461
"23","TAE684",0.307961419077822
"24","TKI258",0.450420904707486
"25","Topotecan",0.538375124253237
"26","ZD-6474",0.435053036353184
