"","drugs.i.","a"
"3","17-AAG",0.423440626527536
"4","AEW541",0.36623563803366
"5","AZD0530",0.080387693555755
"6","AZD6244",0.561627896552156
"7","Erlotinib",0.207543120704483
"8","Irinotecan",0.711210704393815
"9","L-685458",0.346074797590557
"10","Lapatinib",0.627572209322472
"11","LBW242",0.0291989593247302
"12","Nilotinib",0.469900740968544
"13","Nutlin-3",0.326383020632099
"14","Paclitaxel",0.526741978587286
"15","Panobinostat",0.532823965029414
"16","PD-0325901",0.85245016910364
"17","PD-0332991",0.498464477708931
"18","PF2341066",0.392026473653565
"19","PHA-665752",0.292246048810332
"20","PLX4720",0.584990536474339
"21","RAF265",0.477976278346106
"22","Sorafenib",0.642009809674
"23","TAE684",0.441274807691699
"24","TKI258",0.497188192515099
"25","Topotecan",0.608667034279327
"26","ZD-6474",0.367321908093016
