"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1005",683665,0.276843820253297,-0.524610708674144,0.276843820253297
"4",2,"X1014",683665,-0.367381330864354,-0.515289156119875,-0.367381330864354
"5",3,"X1020",683665,0.640919824890641,-0.487913001042138,0.640919824890641
"6",4,"X1030",683665,0.179344986054263,-0.427217451795046,0.179344986054263
"7",5,"X1033",683665,0.87824491083092,-0.366078388262015,0.87824491083092
"8",6,"X1037",683665,-0.395394344456501,-0.305156658040117,-0.395394344456501
"9",7,"X1043",683665,0.562383766331385,-0.270894073118194,0.562383766331385
"10",8,"X1054",683665,-0.513376418421556,-0.256539070445868,-0.513376418421556
"11",9,"X1143",683665,0.493924889092423,-0.143577264747334,0.493924889092423
"12",10,"X1236",683665,0.0731088583694594,-0.379685688295403,0.0731088583694594
"13",11,"X1243",683665,-0.351858542634477,0.0103121634061739,-0.351858542634477
"14",12,"X127",683665,0.384764649251851,-0.292724660238153,0.384764649251851
"15",13,"X135",683665,-2.3895267481403,-0.311141304064414,-2.3895267481403
"16",14,"X166",683665,-0.353497219551557,-0.170926391340832,-0.353497219551557
"17",15,"X176",683665,-0.129567350253154,-0.336234401852509,-0.129567350253154
"18",16,"X185",683665,-0.0148816369861376,-0.426771187958693,-0.0148816369861376
"19",17,"X230",683665,0.742244403808241,-0.0847649891351596,0.742244403808241
"20",18,"X257",683665,-0.935435588199146,-0.14553320017287,-0.935435588199146
"21",19,"X260",683665,-0.300065137857261,-0.14553320017287,-0.300065137857261
"22",20,"X272",683665,-1.55393292791528,-0.471138106179926,-1.55393292791528
"23",21,"X274",683665,-1.28969464001721,-0.287658576871958,-1.28969464001721
"24",22,"X306",683665,-0.989244962053362,-0.147376247799656,-0.989244962053362
"25",23,"X52",683665,0.133133092436303,-0.0147161397859579,0.133133092436303
"26",1,"X1004",683667,-2.7294886071226,-0.101924096812576,-2.7294886071226
"27",2,"X1005",683667,-0.111019370596851,-0.101924096812576,-0.111019370596851
"28",3,"X1007",683667,-3.10415374059403,-0.038545279050088,-3.10415374059403
