"","x"
"1",0.198155574290887
"2",0.206427558097338
"3",0.204123860829845
"4",0.2465560438455
"5",0.201016796987621
"6",0.243230469372814
"7",0.205727478659205
"8",0.208942302372376
"9",0.209303885578161
"10",0.237315164389352
"11",0.217033798239564
"12",0.203238125873242
"13",0.194903140433404
"14",0.220727403722797
"15",0.205500013722984
"16",0.210866953308872
"17",0.198782569934512
"18",0.195504033511401
"19",0.23933769987239
"20",0.217042190950417
"21",0.204961405396936
"22",0.197861342261465
"23",0.206248005134226
"24",0.20115698966658
"25",0.204063364840378
"26",0.210744178323612
"27",0.213877378971683
"28",0.243876601275483
"29",0.231343473837405
"30",0.223051756542015
