"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1003",683665,-2.43319065415568,-0.392802751501035,-2.43319065415568
"4",2,"X1011",683665,-2.15416273159126,0.0466381949080249,-2.15416273159126
"5",3,"X1032",683665,-0.209875691715295,0.212986213566537,-0.209875691715295
"6",4,"X1072",683665,0.253591726771108,0.301671887781461,0.253591726771108
"7",5,"X1194",683665,0.699348121619425,-0.426700227727903,0.699348121619425
"8",6,"X1230",683665,-0.841982104851601,-0.462474852742587,-0.841982104851601
"9",7,"X134",683665,-1.02355514474223,-0.478698014597466,-1.02355514474223
"10",8,"X136",683665,-1.35070867573431,-0.421130084570447,-1.35070867573431
"11",9,"X1375",683665,1.03489102515839,-0.483699601924033,1.03489102515839
"12",10,"X151",683665,0.107017487804269,-0.270711588226691,0.107017487804269
"13",11,"X170",683665,-0.848779031795716,-0.633695391490593,-0.848779031795716
"14",12,"X171",683665,-0.20633749971205,-0.225199540479804,-0.20633749971205
"15",13,"X177",683665,0.325102428693657,-0.311228134021163,0.325102428693657
"16",14,"X182",683665,-1.56909886449281,-0.599095184212349,-1.56909886449281
"17",15,"X186",683665,0.0920831474983209,-0.552697116110731,0.0920831474983209
"18",16,"X194",683665,-2.10352157729214,-0.346371951919319,-2.10352157729214
"19",17,"X254",683665,-0.272811574844621,-0.0272275299909165,-0.272811574844621
"20",18,"X301",683665,-0.438906557666744,-0.376044985426656,-0.438906557666744
"21",19,"X308",683665,-1.20479915231918,-0.149269368906235,-1.20479915231918
"22",20,"X328",683665,-2.10564520635997,-0.152207222417829,-2.10564520635997
"23",21,"X341",683665,1.12784965017282,-0.426210832440133,1.12784965017282
"24",22,"X45",683665,-0.866646599718783,-0.564389755271237,-0.866646599718783
"25",23,"X5",683665,0.0403479530892118,-0.383239172407191,0.0403479530892118
"26",24,"X71",683665,1.13166736574768,-0.45585608595186,1.13166736574768
"27",25,"X9",683665,-0.5604641427107,-0.564389755271237,-0.5604641427107
"28",1,"X1006",683667,-0.686094668857424,0.00923969031591776,-0.686094668857424
