"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1",683665,0.139878363867777,-0.0446286761172879,0.139878363867777
"4",2,"X1008",683665,-1.7226980869056,-0.542482480682075,-1.7226980869056
"5",3,"X1022",683665,-1.4280432411104,-0.170795265103288,-1.4280432411104
"6",4,"X1066",683665,-0.358198732127021,-0.235576167396427,-0.358198732127021
"7",5,"X11",683665,-2.10808742948516,-0.205654934669467,-2.10808742948516
"8",6,"X1129",683665,0.561247252679352,-0.449025389651088,0.561247252679352
"9",7,"X1170",683665,-0.108870734053374,-0.273827329406172,-0.108870734053374
"10",8,"X1175",683665,0.14942594685998,0.0346347778834271,0.14942594685998
"11",9,"X1371",683665,0.674252458409933,-0.0419053242054744,0.674252458409933
"12",10,"X1378",683665,0.738784119994125,-0.365136122271088,0.738784119994125
"13",11,"X1494",683665,-2.30928361899164,-0.289228403893588,-2.30928361899164
"14",12,"X1527",683665,-0.385648231371726,-0.154020999758189,-0.385648231371726
"15",13,"X155",683665,-0.906046431844719,-0.192812426685425,-0.906046431844719
"16",14,"X17",683665,0.839200810785058,-0.209275315279278,0.839200810785058
"17",15,"X205",683665,0.504655327899715,-0.338902299241733,0.504655327899715
"18",16,"X208",683665,-2.13353473445624,-0.353369649479496,-2.13353473445624
"19",17,"X225",683665,-0.66050249936356,0.0410959193489061,-0.66050249936356
"20",18,"X226",683665,-0.599075382123495,0.118683007934434,-0.599075382123495
"21",19,"X268",683665,-2.39109791448002,-0.0531475722474876,-2.39109791448002
"22",20,"X286",683665,0.376310585380559,-0.199548139389528,0.376310585380559
"23",21,"X299",683665,-1.52524086602939,-0.221550048200349,-1.52524086602939
"24",22,"X312",683665,-1.05262248134097,-0.144886221363934,-1.05262248134097
"25",23,"X330",683665,-0.155767192537346,0.0358099527914721,-0.155767192537346
"26",24,"X35",683665,0.260526010083384,-0.0494815428797397,0.260526010083384
"27",25,"X55",683665,-0.487831137944531,-0.205654934669467,-0.487831137944531
"28",26,"X56",683665,0.140795851495292,-0.119896565174502,0.140795851495292
