"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1290769",1,0.653477764052957,-0.0192290246912448,-0.0207773938971113,-0.0207773938971113,-0.0553604363109927,0.653477764052957
"4",2,"X1330947",1,-0.338800077073501,0.187989937548549,0.293167099362443,0.293167099362443,0.13703927529059,-0.338800077073501
"5",3,"X1330972",1,0.215257468798838,0.235435665204606,-0.108884159551266,-0.108884159551266,0.191702110912592,0.215257468798838
"6",4,"X1331035",1,-0.837485459221654,0.0982100375375439,0.0885022519793515,0.0885022519793515,0.16987553117221,-0.837485459221654
"7",5,"X683665",1,0.139878363867777,0.232046460769799,0.217910325739124,0.217910325739124,0.207059454686427,0.139878363867777
"8",6,"X688025",1,0.197626500120469,0.44356247862196,0.610554371890236,0.610554371890236,0.243808168711086,0.197626500120469
"9",7,"X753582",1,-0.00916794239990159,0.269036628273669,0.224007506755309,0.224007506755309,0.278592393098941,-0.00916794239990159
"10",8,"X753596",1,0.456840033128565,0.299718453516576,0.230619436748729,0.230619436748729,0.300588483492728,0.456840033128565
"11",9,"X753605",1,0.255678978977569,0.242520022251709,0.155716169109824,0.155716169109824,0.21368325096727,0.255678978977569
"12",10,"X905990",1,-0.551768240144286,-0.0839663055308305,-0.153353639149065,-0.153353639149065,-0.0448526174740291,-0.551768240144286
"13",11,"X907041",1,0.289006140264084,0.0628713784168426,0.0489083029288764,0.0489083029288764,0.0203200246926865,0.289006140264084
"14",12,"X907043",1,-0.147266686739132,0.226178324480214,0.267439179610035,0.267439179610035,0.190941064612374,-0.147266686739132
"15",13,"X907173",1,0.397987643902014,0.0997236136843167,0.187250367964989,0.187250367964989,0.0631600936249417,0.397987643902014
"16",14,"X907273",1,0.235857421202753,0.182148683164094,0.125192648040815,0.125192648040815,0.189249115150991,0.235857421202753
"17",15,"X907391",1,0.0699409491908359,0.153153430265485,0.105947589017168,0.105947589017168,0.207672827750217,0.0699409491908359
"18",16,"X907792",1,-0.195475974880299,-0.171148935166818,-0.353189317306139,-0.353189317306139,-0.16584920675336,-0.195475974880299
"19",17,"X907795",1,-0.825808870997752,0.0849270047060722,0.186718684487048,0.186718684487048,-0.0172313329196678,-0.825808870997752
"20",18,"X908135",1,0.513580321556201,0.269490236005812,0.278956858045572,0.278956858045572,0.315818462299601,0.513580321556201
"21",19,"X909703",1,0.0960404438060523,0.114063620541487,0.0532667512874633,0.0532667512874633,0.155552534893636,0.0960404438060523
"22",20,"X909771",1,0.351356542520743,0.122167005683663,0.174748603576574,0.174748603576574,0.114336901133643,0.351356542520743
