"","drugs.i.","a"
"3","AEW541",0.562148887036628
"4","AZD0530",0.665917761935671
"5","AZD6244",0.452338864242702
"6","Erlotinib",0.580912245827992
"7","Irinotecan",0.755141322830183
"8","L-685458",0.504053723708787
"9","Lapatinib",0.324790766080611
"10","LBW242",0.340498204981077
"11","Nilotinib",0.0984427171599751
"12","Nutlin-3",0.542673913950364
"13","Paclitaxel",0.367689696396487
"14","Panobinostat",0.420191165678209
"15","PD-0325901",0.528666069962261
"16","PD-0332991",0.479051624083429
"17","PF2341066",0.54255195550546
"18","PHA-665752",0.59931372243586
"19","PLX4720",0.209926581223071
"20","RAF265",0.31450867845087
"21","Sorafenib",0.269001001835816
"22","TAE684",0.66457922892966
"23","TKI258",0.765178064294252
"24","Topotecan",0.661151122853404
"25","X17-AAG",0.275309694166828
"26","ZD-6474",0.538051479798123
