"","drugs.i.","a"
"3","AEW541",0.631553281045027
"4","AZD0530",0.512335644311654
"5","AZD6244",0.569520303716714
"6","Erlotinib",0.663677407674429
"7","Irinotecan",0.828349589787024
"8","L-685458",0.440127675345228
"9","Lapatinib",0.62160102859497
"10","LBW242",0.234110530756294
"11","Nilotinib",0.369601874970571
"12","Nutlin-3",0.602817258637632
"13","Paclitaxel",0.332369658160252
"14","Panobinostat",0.522985280524641
"15","PD-0325901",0.499791534850852
"16","PD-0332991",0.728180063184121
"17","PF2341066",0.514218955908912
"18","PHA-665752",0.424697055161098
"19","PLX4720",0.188240470047854
"20","RAF265",0.377350927986673
"21","Sorafenib",0.281223792677324
"22","TAE684",0.644625322434675
"23","TKI258",0.706123247117918
"24","Topotecan",0.748807338970092
"25","X17-AAG",0.411334161927369
"26","ZD-6474",0.752718575543291
