"","drugs.i.","a"
"3","AEW541",0.394543561870777
"4","AZD0530",0.644164020828192
"5","AZD6244",0.809613634820357
"6","Erlotinib",0.670701532255993
"7","Irinotecan",0.721840434927515
"8","L-685458",0.542903216363491
"9","Lapatinib",0.399668762445552
"10","LBW242",0.348734664542401
"11","Nilotinib",0.511424718342456
"12","Nutlin-3",0.636469521625845
"13","Paclitaxel",0.438199121034965
"14","Panobinostat",0.60622423240298
"15","PD-0325901",0.657724246895487
"16","PD-0332991",0.828417096377334
"17","PF2341066",0.728789762027684
"18","PHA-665752",0.383638564020424
"19","PLX4720",0.271041848549456
"20","RAF265",0.61327809107725
"21","Sorafenib",0.338474720201337
"22","TAE684",0.692308901345709
"23","TKI258",0.634223289916669
"24","Topotecan",0.816451528151909
"25","X17-AAG",0.352920448195181
"26","ZD-6474",0.690923282188179
