"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1295740",1,-0.121630798502382,0.174831447557486,0.108003127120708,0.108003127120708,0.221948886403473,-0.121630798502382
"4",2,"X1303896",1,-1.21238569178484,0.115898776237829,0.144240587243675,0.144240587243675,0.150129966743351,-1.21238569178484
"5",3,"X1322218",1,-0.105986871074944,0.239743434427389,0.268647271121623,0.268647271121623,0.187170412520036,-0.105986871074944
"6",4,"X1323913",1,0.104483400633639,0.189056651756495,0.267774972327586,0.267774972327586,0.158559647602808,0.104483400633639
"7",5,"X1330935",1,0.200136643963351,0.323998070474202,0.425028496718788,0.425028496718788,0.248138780006694,0.200136643963351
"8",6,"X1330950",1,0.366581265879829,0.214661665718509,0.0437972396100658,0.0437972396100658,0.202741574143769,0.366581265879829
"9",7,"X1330985",1,0.0998599920800767,0.187232343159834,0.179998166504872,0.179998166504872,0.195127494045825,0.0998599920800767
"10",8,"X1331050",1,0.239170823047022,-0.0206154454666142,-0.300445712970781,-0.300445712970781,0.0899477044460276,0.239170823047022
"11",9,"X684057",1,0.5593300683041,0.226051133652168,0.460235260451182,0.460235260451182,0.189053900621933,0.5593300683041
"12",10,"X687448",1,0.377960361951428,0.321261550060882,0.330976774322535,0.330976774322535,0.270059123530096,0.377960361951428
"13",11,"X687600",1,0.440173788420599,0.302435688445069,0.402706645793568,0.402706645793568,0.277221504236013,0.440173788420599
"14",12,"X687997",1,0.500240965289152,0.469577923750555,0.555024858264087,0.555024858264087,0.401022848523826,0.500240965289152
"15",13,"X688001",1,0.58437963691272,0.4132342320554,0.621213984012308,0.621213984012308,0.294489393767635,0.58437963691272
"16",14,"X688006",1,0.493180994286035,0.288273604342256,0.26411095864496,0.26411095864496,0.267419883006442,0.493180994286035
"17",15,"X688013",1,-0.172224158519959,0.262358468727323,0.171855661284911,0.171855661284911,0.237965952146337,-0.172224158519959
"18",16,"X688121",1,0.407329288410883,-0.0505993879823292,-0.430231500249299,-0.430231500249299,0.0624940856373035,0.407329288410883
"19",17,"X753578",1,-0.771948037463669,-0.27253513184694,-0.784574728047399,-0.784574728047399,-0.0422208111872036,-0.771948037463669
"20",18,"X753614",1,-0.406967592095458,-0.66584582144655,-1.13857508996005,-1.13857508996005,-0.459992868999246,-0.406967592095458
"21",19,"X753616",1,0.0360010788862576,0.199463421642336,0.146878055285774,0.146878055285774,0.25128994856899,0.0360010788862576
"22",20,"X905972",1,-0.00862899213314883,0.187837727306786,0.475136655312687,0.475136655312687,0.0944323577079966,-0.00862899213314883
